TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,LATITUDE,LONGITUDE
0,-0.4314759036144578,-1.0,-0.5,-1.5588250421840257,25,7,13,0.5706039763853517,0.13842824306136609
7,-0.28714859437751006,0.0,0.0,-1.2316583811235597,28,4,16,-1.1838668069945417,-1.1996501755335867
12,0.5251004016064257,1.0,0.0,0.0,28,4,14,0.3657912693271599,0.8114794456474718
2,0.6275100401606426,0.0,0.5,-0.3344901770353874,25,7,13,0.49145053584734283,1.0627548891793077
0,-0.3614457831325301,-0.5,-0.5,0.0,28,4,14,0.3897970360133679,0.6137302257693105
2,5.697791164658635,-0.5,0.0,-0.553956011784023,25,5,11,0.5242760976400868,-0.4230776733709025
0,-0.5301204819277109,-1.0,-0.5,-1.4064182124974733,25,7,13,0.20592620923992552,0.8883890107027068
0,-0.582429718875502,-1.0,-0.5,-1.692943052308192,25,7,13,0.42081346756310717,2.231991216851494
7,1.6616465863453815,0.5,1.0,3.013379848412549,28,4,14,0.9009516150352219,1.2407360138894346
0,-0.5973895582329317,-1.0,-0.5,0.0,25,7,13,0.24841795620246093,0.9144694405641727
2,-0.045180722891566265,-0.5,0.0,-1.3810170742163812,28,4,9,-0.973770435821909,-0.28583584228663955
12,4.066265060240964,0.0,0.5,0.0,28,4,12,0.3962396385433491,-0.36310554681339746
0,-0.28614558232931725,0.0,0.0,0.0,25,7,13,0.4802204682291031,0.6565947380348247
0,-0.07530120481927711,-0.5,0.0,-1.0071123187187059,25,0,20,1.920172932241763,0.20111724596177777
2,1.429718875502008,-0.5,0.5,0.13898704052416905,25,5,11,0.3929715690942507,-0.3989948303033914
0,-0.5572289156626506,-0.5,-0.5,-1.5080227656218417,25,7,13,0.6953974611562103,0.3225396539406941
11,-0.42771084337349397,-0.5,-0.5,0.0,25,5,11,0.5580187721159428,-0.203915985242915
0,1.1295180722891567,-0.5,0.0,0.0,25,5,11,0.2714758116453492,-0.6310661333339942
0,-0.5873493975903614,-0.5,-0.5,0.0,25,7,13,-0.1762679538776602,0.8774037674268854
2,-0.19779116465863453,0.0,0.0,-1.304813659373105,25,7,13,0.26766705636069926,0.6059704074307091
0,-0.42771084337349397,-0.5,-0.5,0.0,25,7,13,0.45921356876164776,0.6678599798559295
7,-0.13855421686746988,-0.5,-0.5,0.0,28,4,0,1.222739535309623,1.3389422880784885
12,-0.23795180722891565,-0.5,0.0,-0.18716357500505332,28,4,16,-1.411840031363116,-2.082721064278038
10,0.0,1.0,0.5,0.0,28,4,0,1.317154232796719,0.6410167271027122
0,-0.5873493975903614,-0.5,-0.5,0.0,25,7,13,-0.1762679538776602,0.8774037674268854
2,-0.5421686746987951,-0.5,-0.5,-1.3708566189039444,25,0,20,1.4303343789772778,0.8196775655956478
2,-0.23092369477911648,0.0,-0.5,-1.2895729764044497,25,3,1,-0.22607036649436132,-0.17797901753348946
2,0.07429718875502007,-0.5,0.0,-0.49502537097188937,25,8,19,-0.8425286450839187,-1.307545586658786
12,2.178714859437751,1.0,0.0,2.759368465601628,28,4,12,1.1815242175664706,-0.024713948148601325
7,0.35642570281124497,0.5,0.5,0.0,28,4,14,0.2209547659560252,1.6100966389234752
4,-0.025200803212851404,0.5,1.0,-0.37411595275389103,28,4,16,-1.7929950282439457,-2.024516985071223
0,-0.6977911646586346,-1.0,-0.5,0.0,25,0,20,1.7237921865684889,0.3386905240871555
7,0.025099397590361446,0.0,0.0,0.0,28,4,14,0.09589778239189042,1.2370950434079224
0,-0.642570281124498,-1.0,-0.5,-1.355615935935289,28,4,0,1.8794492507752347,0.3909077792768096
7,0.45180722891566266,0.5,0.18693042898421863,0.0,28,4,14,0.168291509297994,2.307387008853196
10,1.9809236947791165,1.0,0.5,1.2353001687361034,28,4,9,-0.6430406668873276,-0.33563996513832817
0,-0.4678714859437751,-0.5,-0.5,-1.2540113828109207,25,7,13,0.6741761124543253,1.1292421762314289
11,-0.39156626506024095,-1.0,-0.5,0.0,25,3,1,-0.19759424582181878,-0.5265950153708244
7,0.1636546184738956,0.0,-0.5,-0.9024596290006064,28,4,14,0.4537861780326336,1.2137977792975863
0,-0.025100401606425703,-1.0,-0.5,0.0,25,5,11,0.3927742301711917,-0.30128127440230623
0,-0.4267068273092369,-0.5,-0.5,0.0,25,7,13,0.44946297272300056,0.5505109076031152
10,0.14056224899598393,1.0,0.5,1.3572256324853453,28,4,0,1.2601746149536355,0.6430529002687162
10,0.5662650602409639,1.0,0.0,0.23144718386734422,28,4,9,-1.1233978263435116,0.06990775102580347
2,-0.30120481927710846,0.0,0.0,-1.0152406829686553,25,0,20,1.0693022488159407,0.8646138692166527
7,0.025099397590361446,0.0,0.0,0.0,28,4,14,0.09589778239189042,1.2370950434079224
11,-0.5381526104417671,-1.0,0.0,-0.9867914080938321,25,7,13,0.48192921797947363,2.1806287982095194
10,9.211847389558233,2.0,3.0,0.0,28,4,12,0.23483236906859545,-0.5412360700405494
0,-0.5481927710843374,-0.5,-0.5,0.0,28,4,14,0.30382798816010775,1.8431385376177645
12,15.230923694779117,1.0,0.18693042898421863,0.0,28,4,12,0.19279689707275582,-0.6259559125359828
10,1.0291164658634537,0.0,1.0,0.0,28,4,9,-1.142584188693823,-0.4325659632939103
10,1.7811244979919678,4.0,2.0,2.9503850254754407,28,4,14,0.6468954321946003,0.4375329787162185
0,-0.5773092369477911,-1.0,-0.5,-1.4064182124974733,25,3,1,-1.096854030154967,-0.28072265330620605
0,1.430722891566265,0.0,0.0,-0.18716357500505332,28,4,9,-0.5534510771731979,-0.3431890425222911
10,0.9789156626506024,3.0,2.5,0.0,28,4,14,0.6625023174309589,0.30256279660634955
0,-0.47690763052208834,0.0,0.0,-1.1016045531243683,25,3,1,-0.9641487374613246,0.15836354584137988
7,0.8273092369477911,0.5,0.5,-0.7439565261265918,28,4,9,-0.11704802594793337,0.20315836609853216
11,0.572289156626506,-0.5,0.0,-1.1747598313739136,25,3,1,-0.4980707030884097,-0.3946375384554902
7,0.5471887550200804,1.5,0.5,0.0,28,4,14,-0.04539916792502104,1.3516738120336707
0,-0.46686746987951805,-0.5,-0.5,0.0,25,5,11,1.1666188550913643,0.0049223642972462175
0,0.22590361445783133,-1.0,-0.5,0.0,26,4,10,0.1989383581246724,-0.5429477219243767
2,1.3805220883534137,-0.5,0.0,-0.8902670826256822,25,5,11,0.6821289851241878,-0.21462617694434397
7,-0.1757028112449799,0.0,0.18693042898421863,-0.9817111804376137,28,4,16,-0.9528582134100183,-1.3635631047884778
7,-0.4819277108433735,0.0,0.18693042898421863,0.0,28,4,14,-0.1470697780702045,1.6764018774515068
12,7.053212851405623,1.0,1.0,3.937981281844301,28,4,12,0.25605942120746894,-0.4398340527386367
10,4.190763052208835,2.5,1.5,1.9668529512315553,28,4,12,0.578293350261857,-0.4866818658623722
7,4.091365461847389,0.5,0.18693042898421863,0.9304865093629984,28,4,12,0.6844160633948173,-0.17055559320689384
11,-0.5281124497991968,0.0,-0.5,0.0,25,5,11,0.6255862505616503,-0.4569693700668011
7,0.7560240963855421,1.0,0.5,-0.03272465425601345,28,4,14,0.23330612930493563,1.4949014777408598
7,-0.11044176706827309,0.0,0.0,0.0,28,4,14,-0.14521045758084217,1.7830951746812862
12,-0.22590361445783133,0.0,-0.5,0.0,25,3,1,-0.4059590534958029,0.3061107640374182
7,0.025100401606425703,0.0,0.0,-1.1117650084368051,28,4,16,-1.3566421672649578,-1.6064544222713917
2,1.1285140562248996,-0.5,0.0,-0.9105879932505558,25,5,11,0.10563126811932907,-0.3488879528411368
10,0.7781114457831325,1.0,1.0,1.6142851518899972,28,4,16,-1.917525014221528,-2.385081896089128
7,-0.1857429718875502,0.0,0.0,-1.0914440978119315,28,4,16,-1.9547513480681802,-2.111137453733792
4,-0.025200803212851404,0.0,1.0,1.3470651771729085,28,4,16,-0.826223659148436,-1.4741753922564433
11,0.7771084337349398,1.5,1.0,1.5299533727967716,28,4,14,0.46814629192246804,0.5875864746820436
4,-0.13052208835341367,0.0,-0.5,-1.5588250421840257,25,5,11,0.1517789182526624,-0.4805367387809201
4,-0.0853413654618474,0.0,0.0,-0.21154866775490172,28,4,16,-1.2791632558548214,-1.284696518099525
0,-0.4979919678714859,-1.0,-0.5,-1.4429958516222459,25,3,1,-1.1413864669061453,-0.9278685487958569
10,-0.07530120481927711,0.5,0.0,0.15829190561779902,28,4,0,2.0728836008509743,0.8887847683637163
7,0.6275100401606426,0.5,1.0,-0.4452391399409489,28,4,9,-1.060598421299994,-0.9131087668279837
2,1.1797178714859438,0.0,0.5,-0.39037268125379,25,3,1,-1.5652202834859414,-0.16567194366986548
7,0.07518875502008032,0.5,0.0,0.0008048482750281008,28,4,16,-1.0566459394007708,-1.9673280242648474
0,-0.44779116465863456,-0.5,-0.5,-1.304813659373105,25,7,13,0.05975396090369047,1.2198776063650498
10,0.05421686746987952,0.5,0.0,-0.3659875885039416,28,4,16,-1.9269379667847524,-2.0544718824341217
0,0.20582329317269077,-0.5,0.0,-1.1249736003429731,25,5,11,0.8065836857321934,-0.06420066877730772
0,-0.12550301204819278,-1.0,0.0,0.0,25,5,11,0.7806147960017796,-0.3044611872086797
0,-0.4387550200803213,-0.5,-0.5,0.0,28,4,14,0.14801921252693997,0.9340980311568233
2,0.928714859437751,-1.0,-0.5,-1.2672199747170887,25,5,11,0.21451330411347416,-0.4707664715243008
0,0.1706827309236948,-1.0,-0.5,0.0,25,3,1,0.06715930361350186,-0.16349131895758665
7,-0.2259046184738956,1.0,1.0,0.0,28,4,14,-0.34865662111372575,1.430334604738876
0,-0.5271084337349398,-1.0,-0.5,0.0,25,5,11,1.036185811731922,-0.10781712059883841
0,-0.43775100401606426,-1.0,-0.5,-1.304813659373105,25,7,13,0.32560485163389263,0.6127368740400599
0,0.050200803212851405,-1.0,0.0,0.0,25,5,11,0.6477806056299934,-0.22414118050957216
2,2.183734939759036,0.0,0.5,-0.08555902188068498,28,4,12,0.5108695984306417,-0.19452069837021
10,0.025100401606425703,0.0,0.0,0.00994925805622125,28,4,0,1.511544478927708,1.2134564383149709
12,2.781124497991968,1.0,1.0,2.5307582210717996,28,4,12,1.306017701546695,-0.057402541554986135
7,0.10040160642570281,0.0,0.0,0.0,28,4,14,0.25980201662198277,0.362704109563881
7,-0.02610441767068273,1.0,0.5,0.0,28,4,14,-0.11731494680349985,1.9359051227560204
11,0.5763052208835341,0.5,0.0,-0.39037268125379,28,4,14,0.6174987767766554,1.650873529527154
7,1.0592369477911647,0.0,1.5,-0.268447217504548,28,4,14,0.3997404082254348,1.2825972804841976
0,-0.45180722891566266,0.0,-0.5,0.0,25,5,11,0.5681868597491482,-0.5139584732544139
0,-0.5582329317269076,-1.0,-0.5,-1.5842261804651179,25,3,1,-0.9354672930537122,-0.8962821404753701
7,0.10040160642570281,0.0,0.0,0.0,28,4,14,0.25980201662198277,0.362704109563881
7,-0.02610441767068273,1.0,0.5,0.0,28,4,14,-0.11731494680349985,1.9359051227560204
7,3.6897590361445785,1.5,1.0,0.0,28,4,14,0.8424754153012562,1.2220948386610497
7,-0.23694779116465864,0.0,0.0,-1.0812836424994947,28,4,9,-0.5072361264822983,0.7160256659909517
0,-0.5883534136546185,-1.0,-0.5,-1.5080227656218417,25,3,1,-1.218812906695145,-0.1838441460699394
0,-0.44176706827309237,-1.0,-0.5,0.0,25,7,13,0.41403664361999337,0.5624756510900298
2,0.1757028112449799,-1.0,-0.5,-1.4338514418410528,25,5,11,0.4931478787234933,-0.37356937937084206
11,1.9829317269076305,1.0,1.0,1.2353001687361034,28,4,9,-0.8065833032062889,-0.2508548226287657
0,-0.6977911646586346,0.0,-0.5,0.0,25,7,13,-0.043074446969603074,1.4187398946649847
4,-0.03525301204819277,0.5,0.0,-0.32432972172295055,28,4,16,-1.8995842825303106,-2.3113403711104374
7,-0.02710843373493976,0.0,0.0,-1.4470600337472206,28,4,14,0.28549600068498143,0.8834875520708648
0,-0.3313253012048193,-1.0,-0.5,0.0,25,5,11,0.11025333353208545,-0.47265423556737357
2,-0.2710843373493976,-1.0,-0.5,-1.5598410877152695,25,7,13,0.07327566954228015,1.3165097544574726
0,0.4508032128514056,0.0,0.0,0.0,25,5,11,0.38780425509622235,-0.37536216157528385
0,-0.4779116465863454,-0.5,-0.5,0.0,25,7,13,-0.10265939487267033,1.0682034827775124
7,1.6817269076305221,0.0,0.18693042898421863,0.0,28,4,9,-0.5762055097632423,-0.3866857776512986
11,0.4267068273092369,-1.0,-0.5,0.0,25,5,11,0.2256543981131377,-0.5420394580923973
12,1.676706827309237,2.5,3.0,3.240974047411134,28,4,0,2.0964764386922634,0.43435207651575125
0,-0.07540160642570282,0.0,-0.5,-1.375936846560163,25,5,11,0.9660928513454472,-0.19740181414239266
7,0.5772088353413655,0.5,1.0,0.9802727403939389,28,4,16,-1.4164301575282345,-1.4747977211784358
2,0.1243855421686747,-0.5,0.0,-1.2540113828109207,25,3,1,-1.1167955275751786,-0.9487586169330718
11,-0.050200803212851405,0.5,0.0,-0.9695186340626895,28,4,14,0.13239521697929177,2.1244440724681293
7,-0.3514056224899598,0.0,0.0,-0.9187163575005053,28,4,0,2.158881165889663,0.9696538888175149
2,1.7771084337349397,0.0,0.5,-0.7470046627203228,25,5,11,0.7885288852994236,-0.08307929860227016
10,0.3755020080321285,0.0,-0.5,0.5504854806778607,28,4,16,-1.488418940401349,-1.477521523280421
2,-0.07530120481927711,-1.0,-0.5,-1.554760860059051,25,3,1,-0.069240675623157,-0.02820552011294768
2,-0.11244979919678715,-0.5,0.0,-1.1625672849989894,28,4,9,-1.4682242103746512,-0.4630017062149491
0,-0.5271084337349398,-1.0,-0.5,0.0,25,7,13,0.3675616161980271,0.4133808780580624
0,1.8775100401606426,0.0,0.5,0.0,25,5,11,0.7994589521270288,-0.39456234449986044
0,-0.37650602409638556,-0.5,0.0,0.0,25,7,13,0.38016393077864447,2.208745401236989
0,-0.12650602409638553,-1.0,-0.5,0.0,25,5,11,0.9327653870892892,-0.3040070552926197
12,10.16566265060241,2.5,3.0,7.489060413540974,28,4,12,0.7801220190377255,-0.4001999123812334
0,-0.6024096385542169,-1.0,-0.5,0.0,28,4,14,0.4970011208174313,2.2324799775628064
2,5.120481927710843,0.0,1.0,0.36048496633529203,25,3,1,-0.1371914250409246,-0.4871458917199329
0,-0.6024096385542169,-1.0,-0.5,0.0,28,4,14,0.4970011208174313,2.2324799775628064
2,5.120481927710843,0.0,1.0,0.36048496633529203,25,3,1,-0.1371914250409246,-0.4871458917199329
0,-0.572289156626506,-1.0,-0.5,0.0,28,4,14,0.47150219430263146,2.0770629758960473
10,1.6817269076305221,4.5,0.18693042898421863,1.987173861856429,28,4,9,-1.0632117361718263,-0.5003632082040051
7,1.2751004016064258,0.5,1.0,1.0554601097059715,28,4,14,0.06626272330388873,1.3940396696462314
7,9.46285140562249,2.0,2.0,3.0641821249747334,28,4,12,0.8127639301563285,-0.11137992894215804
0,-0.07530120481927711,-1.0,-0.5,0.0,25,3,1,-0.2988576305592339,-0.5284461718303167
12,2.182730923694779,3.0,3.0,3.4299585162224595,28,4,12,1.0380907597179214,0.008568281749367987
0,-0.6285140562248996,0.0,-0.5,-1.5588250421840257,25,3,1,-0.7898517001768882,-0.3189310766897689
10,0.4267068273092369,2.0,0.5,-0.39037268125379,28,4,9,-1.444305135932159,-0.2799301485900933
0,1.606425702811245,-0.5,0.0,-0.8983954468756317,25,5,11,0.20129615901515838,-0.5000070263091388
11,-0.6224899598393574,-1.0,-0.5,-1.548664586871589,25,7,13,0.2673670555700648,0.8404568215877463
0,1.6817269076305221,1.0,2.0,1.7026811131081978,28,4,12,0.43636788117832903,-0.23609009369000156
0,2.6847389558232932,1.5,3.0,3.87701854996968,28,4,12,0.6347151719581805,-0.19331957386902446
0,-0.17670682730923695,-1.0,0.0,-1.2032091062487367,28,4,12,0.47224820387325284,-0.19656577608348028
11,-0.0963855421686747,-0.5,-0.5,0.0,25,5,11,0.17296604633196822,-0.5909837974253751
10,0.17419678714859438,0.0,0.0,0.0,28,4,9,-0.7590519992363578,-0.10223001181934359
10,-0.060240963855421686,0.5,0.0,-1.0487701854996967,28,4,0,1.944907598187303,0.8433804813084942
2,-0.22690763052208834,-0.5,0.0,-1.5029425379656232,25,7,13,0.4017822387015078,0.6305766400049253
2,10.717871485943775,1.0,1.5,3.141401585349253,28,4,12,0.06451861224358993,-0.6112713245237393
0,-0.23092369477911648,-1.0,0.0,0.0,25,5,11,0.5408445823688455,-0.2831981174758786
0,-0.15060240963855423,-1.0,-0.5,0.0,25,5,11,0.930317471892878,-0.0811420648515536
10,0.12449799196787148,2.5,0.5,1.3369047218604717,28,4,16,-0.7950509534226355,-1.4820618530465057
2,-0.0963855421686747,-0.5,0.0,-1.2540113828109207,25,7,13,0.5792766228151051,1.235016326293494
4,0.07028112449799197,-0.5,-0.5,-1.6909109612457047,25,5,11,0.8288327937966146,-0.3853679046401525
10,1.6305220883534137,0.0,0.18693042898421863,0.82888195623863,28,4,9,-0.25218298283934837,-0.08186432258292752
0,-0.4267078313253012,-0.5,-0.5,0.0,25,7,13,-0.10767271606941656,1.0600973764855455
0,-0.42971887550200805,-0.5,-0.5,-1.2032091062487367,25,7,13,0.27316745108443014,0.6240763204225601
12,0.12550200803212852,-0.5,-0.5,-0.39037268125379,28,4,9,-0.6248044971551961,-0.5539626470248407
2,3.182730923694779,0.5,0.5,0.40011074205379565,25,5,11,0.5856758792232283,-0.3755719131356878
0,-0.22690763052208834,-1.0,-0.5,-1.426739123122347,24,1,7,-1.0397569215078786,-0.9769860321056583
2,1.1797178714859438,0.5,0.5,0.5535336172715919,25,5,11,-0.08342626433829148,-0.6626624355959817
0,2.5552208835341363,-0.5,0.0,0.0,25,5,11,0.20430415173327096,-0.5262981971251025
12,6.194779116465863,0.5,1.5,2.0349280018248823,28,4,9,-0.2829815430924486,-0.5551350790956181
7,0.7761044176706827,0.5,1.0,0.0,28,4,14,0.28503630365599536,1.1029836554223893
2,-0.12650602409638553,-0.5,0.0,-1.1727277403114262,25,7,13,0.5535621063786076,1.2340882745783726
0,-0.5622489959839357,0.0,-0.5,-1.5588250421840257,25,3,1,-1.5797902838604851,-0.2605301080466134
7,0.8775100401606426,1.0,0.5,0.30866664424186413,28,4,9,-1.5468369650770275,-0.09865829892847655
11,0.2740963855421687,0.5,1.0,0.0,28,4,14,0.7168834493387205,1.6376858948677242
4,0.1355421686746988,-1.0,-0.5,-1.3718726644351882,25,3,1,-0.12476819838472758,-0.47072392757573556
2,0.26234939759036147,-0.5,-0.5,-1.426739123122347,25,5,11,0.8047802589262583,-0.3586710822215382
10,0.03413654618473896,1.5,1.0,0.645993760614767,28,4,0,1.5495111189079118,0.5534988779437577
7,0.12048192771084337,-0.5,0.0,0.0,28,4,14,0.014316959030969226,0.5478969282520119
2,-0.27710843373493976,-0.5,0.0,0.0,25,0,20,1.5284631546934588,0.36887891847011617
10,0.14558132530120482,1.5,1.0,0.0,28,4,0,1.9749282096222252,1.0829781056576366
7,0.8273092369477911,2.5,0.5,0.0,28,4,9,-0.6374284847967425,-0.16602416798807534
2,1.9829317269076305,-0.5,0.0,-0.7845983473763392,26,4,10,0.5819948809292921,-0.40450872391558473
0,-0.37751004016064255,-0.5,-0.5,0.0,25,5,11,0.7624390827027145,-0.13182476971071974
0,-0.5326305220883534,-1.0,-0.5,0.0,25,7,13,0.4138495708836432,0.5586684623909135
10,0.16566265060240964,2.5,1.0,0.950807419987872,28,4,0,1.1864748009552901,0.5470757311053505
7,-0.5130522088353414,-0.5,-0.5,-1.3586640725290202,28,4,16,-0.8503126960160697,-2.2130133908347664
0,-0.37751004016064255,-0.5,-0.5,0.0,25,5,11,0.7624390827027145,-0.13182476971071974
10,0.7761044176706827,2.0,0.18693042898421863,0.0,28,4,14,0.26646591251081225,1.4117369628531502
0,-0.6194779116465864,0.0,-0.5,0.0,25,7,13,0.03242080902274763,1.0720908124028683
0,-0.6577309236947791,-0.5,-0.5,-1.304813659373105,25,0,20,1.393066980383628,0.7575317400849424
0,-0.5923694779116466,-1.0,-0.5,0.0,25,7,13,0.14323174743868142,0.8194292276633351
0,-0.5491967871485943,-1.0,-0.5,0.0,25,7,20,-0.026205961450209838,1.1401799285879348
12,0.17369477911646586,1.5,0.18693042898421863,0.05262317036845595,28,4,9,-0.5917736116274633,0.49604673829295926
0,5.597389558232932,0.0,1.0,0.0,25,5,11,0.6791244144683656,-0.22613777790943312
0,-0.44176706827309237,-0.5,-0.5,-1.2844927487482314,25,7,13,0.20886918277517008,0.8058577080727247
0,-0.5773092369477911,-1.0,-0.5,-1.4572204890596574,25,3,1,-1.3180789477657753,0.08957789617278485
10,1.0281124497991967,1.5,0.5,0.0,28,4,14,0.623607157893504,1.6458711526918368
7,-0.3770080321285141,0.0,0.0,0.0,28,4,0,1.106847975139377,0.8515934421689211
10,0.4267068273092369,1.0,0.0,0.0,28,4,14,0.2078026400404964,0.6486993726973554
7,0.2751004016064257,2.0,0.5,0.14000308605541273,28,4,9,-0.8027996430448583,0.39526902870136726
7,1.0793172690763053,0.5,0.0,-0.7967908937512633,28,4,14,0.10026661519816063,1.1717584217552492
2,1.6817269076305221,-0.5,0.0,-0.9491977234378158,28,4,12,0.49763648370854746,-0.5019116100527908
7,0.464859437751004,0.0,0.5,-0.49604141650313305,28,4,14,0.8495488179727952,0.9153994710676223
0,0.32630522088353414,-1.0,-0.5,0.0,25,5,11,0.6559467868467744,-0.3771539543856318
2,0.0,0.0,0.0,0.0,25,7,13,0.30308083790213736,0.3904892655503768
12,3.3835341365461846,1.0,1.0,0.0,28,4,9,-0.3357463209306251,-0.24051961131111046
11,-0.15060240963855423,0.0,0.0,-0.7520848903765412,28,4,16,-1.631326541350695,-1.6987223527568347
2,0.050200803212851405,-0.5,-0.5,-1.282460657685744,28,4,9,-0.20109843756611376,0.34062182147288733
0,-0.5301204819277109,-1.0,-0.5,0.0,28,4,9,-1.2874754450609547,-0.6505967739055918
2,-0.3413654618473896,-1.0,-0.5,-1.6350284570273022,25,7,13,0.11756057712404186,0.7115090816843841
0,-0.5973895582329317,-0.5,-0.5,-1.4064182124974733,25,0,20,2.2533688673713943,0.3874666664142008
7,-0.19678714859437751,0.5,0.0,0.0,28,4,0,1.8991614700246684,0.9603496262067844
11,-0.20080321285140562,0.0,0.0,-1.1625672849989894,28,4,16,-1.788883990793801,-2.0499335314563654
10,0.37650602409638556,1.0,0.0,0.0,28,4,16,-1.982697049091961,-2.5141780451152806
12,6.752008032128514,1.0,1.5,0.0,28,4,12,0.23544035546171313,-0.6011795041675059
11,-0.3273092369477912,-0.5,0.0,-0.839464806063498,25,3,1,-1.0197663745288204,0.3186364940088529
11,-0.3413654618473896,0.0,0.0,-1.0,28,4,9,-1.4354773560136935,-0.48912072244846433
2,-0.42771084337349397,0.0,0.18693042898421863,0.0,28,4,14,0.5999618484310779,0.17441745536074138
7,13.227911646586346,0.0,0.18693042898421863,21.177225810455877,28,4,12,0.0176785648482832,-0.5141761399679902
0,-0.5281124497991968,-1.0,-0.5,0.0,25,7,13,0.5309799175885649,1.2059696927625743
10,1.3805220883534137,1.5,2.0,0.0,28,4,14,-0.04622730698955687,0.41609973318929727
2,-0.3614457831325301,-0.5,0.0,-1.4998944013718922,25,7,13,0.4208533916226748,0.7930232871255987
0,-0.5491967871485943,-1.0,-0.5,-1.4572204890596574,25,7,13,0.18716646398353207,1.1271070636501372
11,-0.11646586345381527,0.0,0.5,0.0,28,4,9,-0.9256961646415661,0.39708654575956065
2,-0.14056224899598393,-0.5,0.0,0.0,25,7,13,0.21662015377225313,0.9570490073137939
0,3.6897590361445785,-0.5,0.0,-0.39037268125379,25,5,11,0.667797388419701,-0.36769732507545416
10,-0.04618473895582329,0.0,0.0,-0.6545445193771476,28,4,9,-1.3607532047150213,0.06752232172387101
7,-0.1857429718875502,0.0,0.0,-0.9756149072501517,28,4,0,1.8100407028388037,0.8106839727487963
0,-0.37751004016064255,-0.5,0.0,-1.0,25,7,13,0.7646657045402776,1.6526257465713587
0,0.2761044176706827,-0.5,-0.5,0.0,25,3,1,-0.5787766192006468,-0.3871399095673586
2,-0.2761044176706827,0.0,0.18693042898421863,0.0,25,3,1,-0.9482943230554682,-0.30426726595476117
2,1.0783132530120483,0.0,0.0,-0.28876812812942165,25,3,1,-1.5722252449124032,-0.15794873291484465
7,-0.22600401606425702,0.0,0.0,-0.9959358178750253,28,4,16,-1.9120257601852275,-1.9697104853842171
12,21.762048192771083,0.5,0.18693042898421863,1.8449274874823134,28,4,12,0.25784231563990523,-0.6015426118215913
7,-0.08634538152610442,-0.5,0.0,-0.7226195699704745,28,4,9,-1.027152325552482,0.039919214261605475
2,7.198795180722891,0.0,1.0,0.0,25,5,11,0.6876088474744199,-0.3940439019639057
0,0.6024096385542169,-0.5,0.0,0.0,25,5,11,0.13622678601221974,-0.5915477520923171
10,-0.07630522088353414,0.5,0.0,0.0,28,4,14,0.2595339550789862,1.2621039594022267
2,-0.2781124497991968,-1.0,-0.5,-1.2540113828109207,25,7,13,0.5525879593246383,1.211637931862543
2,0.12550200803212852,-1.0,-0.5,-1.6502691399959573,28,4,12,0.48142161207899015,-0.242302499573911
11,-0.42771084337349397,-1.0,-0.5,0.0,28,4,14,0.10235065110866155,1.1361115398327237
0,0.6375502008032129,-0.5,0.0,0.0,25,5,11,0.7641067677060873,-0.1527237423952009
0,-0.5582329317269076,0.0,-0.5,0.0,25,7,13,0.514071508009604,1.1993011761742765
2,0.8734939759036144,-1.0,0.0,-1.1300538279991914,28,4,9,-0.1390746999659951,-0.4779336427654114
0,-0.6726907630522089,0.0,-0.5,0.0,25,3,1,-0.9618434081919754,0.14848741341053504
0,-0.37751004016064255,-0.5,-0.5,-1.4429958516222459,25,7,13,0.4386971648833864,2.2254869396924724
11,0.0,-0.5,0.0,-1.2743322934357946,25,7,13,0.42535112210708886,0.026288331021850707
10,0.11345381526104417,1.0,0.5,-0.29892858344185846,16,10,11,-1.2280673037074477,0.0025478183310488167
7,-0.1355421686746988,-0.5,0.0,-0.695186340626895,28,4,9,-0.9125794000359656,0.14613067653901066
7,0.6767068273092369,1.0,0.18693042898421863,-0.09775156825560918,28,4,9,-1.1298392881860626,-0.48014889627308305
0,-0.030120481927710843,-0.5,-0.5,0.0,25,3,1,-0.6817441909387931,-0.3251316098439901
0,-0.5271084337349398,-0.5,-0.5,-1.4064182124974733,25,3,1,-1.462424955547716,-0.24967546479890967
2,0.2761044176706827,-0.5,0.0,0.0,25,5,11,0.5568997577600513,-0.3563964650648628
2,4.1917670682730925,-0.5,0.0,-0.41069359187866367,25,5,11,0.5131042050801344,-0.34120530724649345
7,1.6817269076305221,2.5,1.0,4.308837900748245,28,4,9,-0.2068668938328412,0.06579978650430868
2,-0.40160642570281124,-1.0,-0.5,-1.6065791821524789,25,3,1,-0.8922569130185539,-0.29729104778500637
0,-0.5471887550200804,0.0,-0.5,0.0,28,4,12,0.3930092117790392,-0.28630184693252847
7,0.3253012048192771,0.0,0.0,-0.5326190556279057,28,4,9,-1.1966447874373702,-0.032324367970036925
0,-0.4166666666666667,-0.5,0.0,0.0,25,7,13,0.06949999419269826,1.000091610526882
0,-0.5592369477911646,-1.0,-0.5,-1.548664586871589,25,7,13,0.6814479947363534,1.1260790831256347
0,5.195783132530121,0.5,1.0,0.0,25,5,11,0.5512659026086182,-0.28477719054340056
0,3.8403614457831323,0.0,0.5,0.0,28,4,12,0.5920021316367158,-0.3592815384137019
7,23.77008032128514,1.5,3.0,6.31552782495452,28,4,12,0.6083938098159144,-0.25778453927329875
2,-0.16566265060240964,-0.5,0.0,-1.233690472186047,25,7,13,0.26766705636069926,0.6059704074307091
